id,label
1288192523379367936,Pro
1343967354636693504,Other
1326220128686649344,Other
1340033759903625216,Pro
1320089890294476800,Other
1313256546122510336,Other
1332464377031766016,Hesitant
1182616642536300544,Pro
1293893251930492928,Other
1342815261301334016,Hesitant
1309150227539128320,Pro
1325881133448507392,Pro
1314235730571472896,Pro
1363046602055839744,Pro
1342758776760381440,Pro
1376817592195813376,Other
1328309711981203456,Pro
1303007283216084992,Other
1341441215007514624,Pro
1288259116570497024,Other
1294588417817419776,Pro
1343179558762196992,Other
1291628962704166912,Other
1179323361274580992,Pro
1357100827522043904,Other
1178560274758094848,Other
1304464657185476608,Pro
1346711319106478080,Pro
1200053936171954176,Pro
1184099606155579392,Pro
1345134059413000192,Other
1341785600022732800,Pro
1182567278522568704,Other
1205067880095780864,Pro
1340364742486011904,Pro
1336251687422537728,Pro
1303321207081766912,Pro
1295048213691539456,Other
1356867681790660608,Other
1342924971551686656,Pro
1344579513691348992,Pro
1182358081528877056,Pro
1331338986904817664,Pro
1281518825154936832,Pro
1340372604780199936,Pro
1346376683297923072,Other
1335360539871088640,Other
1337112039437848576,Other
1328382284861419520,Hesitant
1289356644418113536,Pro
1356509189707862016,Other
1371757256648368128,Other
1341122166696390656,Other
1343474161855950848,Other
1343349742332489728,Other
1202562773684805632,Pro
1370807164617510912,Pro
1298254860068904960,Pro
1197565741651943424,Pro
1195662572843864064,Pro
1286015002890178560,Other
1347937481287753728,Pro
1202875129304375296,Pro
1194900901397446656,Pro
1375371903964229632,Other
1339511168076042240,Other
1343492352275599360,Hesitant
1340248653592731648,Pro
1338375771304452096,Pro
1330967993279541248,Pro
1284952726640746496,Other
1304465046966284288,Other
1343168944694288384,Hesitant
1347904126898696192,Other
1195334359236128768,Other
1189575744244125696,Pro
1345418996070408192,Pro
1189918563034902528,Other
1182289143554023424,Pro
1360343216323706880,Other
1303379522088206336,Other
1292132203418341376,Other
1365383505568538624,Pro
1298524301398814720,Pro
1341064778496786432,Pro
1346108217399635968,Pro
1293218403801587712,Hesitant
1298632936221278208,Pro
1290969758263840768,Pro
1372630143924076544,Pro
1348235115592364032,Pro
1347637829870956544,Pro
1180506579080273920,Pro
1334090216446046208,Other
1193258973954236416,Other
1371817291759882240,Other
1200036498575372288,Pro
1305237866881191936,Other
1370725290113110016,Hesitant
1345808834107944960,Hesitant
1341791055012872192,Hesitant
1335989096817291264,Hesitant
1331326634725691392,Other
1341711887562665984,Pro
1345665684659970048,Pro
1326107492682616832,Pro
1370302584687357952,Pro
1205403764045352960,Other
1205597452889477120,Other
1355157212012949504,Other
1326803426940956672,Other
1286725409980198912,Hesitant
1282224499191152640,Other
1300894677634351104,Pro
1204114155898363904,Pro
1297911830451494912,Pro
1341740051676483584,Other
1189855920597225472,Pro
1343517201500938240,Pro
1333722415441043456,Other
1367030256226480128,Hesitant
1372613336857255936,Other
1306090344774336512,Other
1204713572112183296,Other
1323178868291887104,Pro
1354892538394652672,Pro
1196420779115765760,Pro
1326589916357275648,Other
1333172792683008000,Other
1298253614217981952,Pro
1330584977679978496,Pro
1295217699128303616,Hesitant
1188786010131488768,Pro
1374060447981273088,Hesitant
1301893916418101248,Hesitant
1293549223909175296,Other
1182606673233547264,Other
1309121707756707840,Other
1319969454726545408,Pro
1302725167588798464,Other
1354899361365422080,Pro
1291683536324497408,Other
1289876696544366592,Pro
1344838594335223808,Hesitant
1363403053932642304,Other
1299095057983778816,Pro
1187375703630716928,Other
1285244355809366016,Other
1211368277194268672,Other
1305426668614561792,Other
1207228704566513664,Pro
1290218781558673408,Other
1206512170806190080,Pro
1315925845001863168,Pro
1182415775996489728,Other
1303412989668843520,Pro
1367062847260418048,Other
1360196291054235648,Pro
1195637778635264000,Pro
1191707169747611648,Other
1202296168836935680,Other
1357451964498468864,Other
1287636484565213184,Pro
1183764031007531008,Pro
1194881083197796352,Pro
1363456542897565696,Pro
1365362660036984832,Pro
1367098663630233600,Pro
1377194985854996480,Other
1359415038419881984,Pro
1342767423414534144,Pro
1356493878757629952,Pro
1327907320475627520,Pro
1341083361671077888,Other
1368209116049596416,Pro
1295719673242300416,Other
1189136134103797760,Pro
1297059293963878400,Pro
1290965887688814592,Other
1354732545838080000,Pro
1197572647086907392,Other
1346524680237289472,Pro
1294960352178905088,Pro
1330059859631468544,Other
1338143568326774784,Other
1334133431706525696,Pro
1180358441652690944,Other
1343269354721468416,Pro
1340695266610065408,Hesitant
1366829091635286016,Other
1362776044525215744,Pro
1372518419728379904,Other
1302900725094154240,Hesitant
1340933279877373952,Other
1279875722371305472,Other
1297609767507169280,Other
1344196636726145024,Other
1305767126301540352,Other
1304321637848760320,Other
1206569607395520512,Pro
1293239260812840960,Other
1281336327770963968,Other
1198957721413967872,Other
1373182521391906816,Other
1181321009259061248,Pro
1190203074792579072,Pro
1285215378902220800,Pro
1289235599749193728,Pro
1190013190702292992,Other
1373939011950108672,Pro
1334925957321420800,Pro
1200068604517113856,Other
1289504902289346560,Hesitant
1363188609529044992,Pro
1293180021054398464,Pro
1295341299277672448,Other
1295678361730195456,Pro
1280267685088067584,Hesitant
1289191089350610944,Other
1326550913343844352,Pro
1373589268124344320,Other
1339364470905298944,Other
1195264408219459584,Other
1331368810981576704,Other
1357596749054042112,Other
1327603737045716992,Other
1350142469732769792,Hesitant
1310637555285712896,Other
1342455271688450048,Pro
1284129501337792512,Other
1183770730258993152,Other
1377184107759726592,Pro
1351046774987907072,Pro
1301851845330120704,Pro
1343257778715033600,Pro
1203060252985495552,Pro
1339123526331195392,Other
1332395358362738688,Pro
1292941756305211392,Pro
1351125479378583552,Pro
1293153232794071040,Other
1345334130893008896,Pro
1309758061700091904,Pro
1343676744658726912,Other
1346828626575187968,Other
1375874498751311872,Pro
1370290222005637120,Other
1187698503277056000,Pro
1309032089514315776,Other
1369950611547029504,Other
1334504365953064960,Pro
1183059824646524928,Other
1322646591010971648,Other
1186977447725670400,Pro
1194941937930907648,Pro
1180568421651668992,Pro
1280398522655834112,Other
1283101525615796224,Other
1338452596760207360,Pro
1347472303211352064,Pro
1367012099243839488,Other
1322854365921742848,Other
1328748010633834496,Pro
1319059427253719040,Pro
1191745572136538112,Hesitant
1324417336573657088,Other
1344947311114334208,Pro
1370319804108836864,Other
1342804255913242624,Other
1298556549925937152,Other
1310532253689286656,Other
1291294483980726272,Other
1195094184560082944,Pro
1343173888876945408,Pro
1197422666120155136,Pro
1211270684703375360,Other
1184867471045603328,Hesitant
1280407310540685312,Other
1189226977745690624,Other
1184141212044931072,Pro
1307414231843774464,Pro
1353393709837115392,Other
1282600922250653696,Hesitant
1343918050903552000,Other
1340960630711459840,Hesitant
1286683939340517376,Other
1178985439891542016,Other
1328720242357506048,Other
1289814760897249280,Other
1338955954444963840,Hesitant
1295255924731502592,Hesitant
1194987592099487744,Other
1298176054348124160,Pro
1339621414924668928,Pro
1308058047353425920,Other
1198947108423970816,Other
1342794242687721472,Pro
1194954499938570240,Other
1197111010487885824,Pro
1369213692160643072,Other
1349739621316521984,Pro
1334064513323323392,Pro
1328642365037424640,Other
1279031371269373952,Other
1320285029755506688,Other
1180080524150358016,Pro
1202550481370976256,Pro
1182551950405099520,Pro
1374375762682208256,Pro
1373175514693795840,Pro
1371574236473561088,Pro
1190172965163417600,Pro
1210499981905448960,Other
1296360272341413888,Other
1350843476007653376,Hesitant
1294771432791117824,Pro
1364672872493559808,Hesitant
1346505647756603392,Other
1294323733272952832,Other
1342923638111145984,Pro
1313209428632645632,Pro
1285209404497891328,Pro
1289788025887584256,Other
1347114641076457472,Hesitant
1371904071611908096,Other
1296740508505604096,Pro
1338817057534730240,Pro
1345065251834896384,Other
1329820020302614528,Pro
1207097394271264768,Other
1280022105808162816,Pro
1293121959316918272,Hesitant
1194991472506023936,Pro
1293271628902813696,Other
1306106259830173696,Other
1281365222201135104,Pro
1357673530444427264,Other
1347833018455568384,Pro
1210522117659344896,Pro
1359578252508073984,Pro
1344354111156793344,Pro
1346781225227325440,Pro
1179638299989819392,Other
1299357313267007488,Pro
1200011257568546816,Pro
1371469138183528448,Other
1188011381754228736,Pro
1367871504508219392,Pro
1366014204835229696,Other
1362065500575059968,Pro
1278258386807685120,Hesitant
1359827560465657856,Other
1289818203800121344,Hesitant
1350040118158094336,Pro
1377285392056119296,Pro
1326570645271015424,Other
1371564950389358592,Pro
1296481961171734528,Other
1190250695414419456,Other
1185451142857347072,Other
1336656728155447296,Hesitant
1190195720340590592,Other
1190718857079656448,Other
1293858048767860736,Hesitant
1206546386528997376,Pro
1352381060353564672,Pro
1298587185101393920,Pro
1334213407780851712,Hesitant
1297831412998053888,Other
1190131626010763264,Pro
1321503104710463488,Pro
1179409957697069056,Pro
1341659269784088576,Other
1200020902156611584,Pro
1374064508755398656,Other
1340178544421421056,Pro
1311956434947633152,Pro
1309838177776082944,Other
1293209931760521216,Other
1371430860516425728,Other
1325837578512240640,Other
1289741927718334464,Other
1329780399002804224,Hesitant
1331205053454176256,Hesitant
1291395597900173312,Hesitant
1295621547827355648,Hesitant
1296127306331828224,Hesitant
1341677200257536000,Pro
1280434488053563392,Other
1351472719829889024,Pro
1189952122281959424,Pro
1337452805574062080,Other
1293515122825211904,Other
1205887333016449024,Pro
1279186752289165312,Hesitant
1326184496128004096,Other
1336208453572976640,Pro
1346345816512995328,Pro
1195804093568159744,Hesitant
1325876525246406656,Pro
1376607285812805632,Pro
1287729750987997184,Pro
1330424389746257920,Pro
1362690441745956864,Other
1290982651042631680,Other
1201072879955263488,Hesitant
1341022032306298880,Other
1305912826964455424,Hesitant
1185067827969101824,Other
1193637482753118208,Other
1352199706139615232,Hesitant
1280466812216528896,Other
1291834163616768000,Pro
1298638204527153152,Pro
1326457787048603648,Pro
1330925389493964800,Pro
1317018585915707392,Other
1317168106817683456,Other
1355514574859087872,Pro
1346137560750452736,Hesitant
1348602551462207488,Pro
1331311485688143872,Hesitant
1207394515067310080,Pro
1309157183809105920,Pro
1351588552983904256,Other
1201087882397732864,Pro
1184920522804617216,Other
1340739095488843776,Hesitant
1343917242182987776,Other
1188109457131220992,Pro
1328312460139442176,Pro
1200005635305328640,Pro
1366295831096262656,Other
1204388505134215168,Pro
1373724842990702592,Pro
1197185717379702784,Pro
1282257090506104832,Other
1194256667048849408,Pro
1289155899462836224,Pro
1343914601948307456,Other
1349435577398136832,Other
1189267009797853184,Pro
1365619646737612800,Other
1343153331976417280,Hesitant
1346483081876803584,Other
1293980169040990208,Pro
1329890980187738112,Pro
1370733112418836480,Pro
1348970288239796224,Other
1326917679530315776,Hesitant
1338989404996706304,Other
1184078979155845120,Pro
1369999861660147712,Other
1327569724205633536,Pro
1195233578919043072,Pro
1334186337696616448,Other
1197665710543179776,Other
1299111508266356736,Other
1205514887448973312,Pro
1365331368721416192,Pro
1202309201525129216,Other
1293108436415152128,Other
1351878206874415104,Other
1198141529405218816,Other
1350353247312220160,Hesitant
1352318660422074368,Pro
1293162069127307264,Pro
1207215686801666048,Pro
1343226688826732544,Other
1372200778677506048,Pro
1179992963214139392,Other
1356535832128151552,Hesitant
1327594328823361536,Pro
1354737950957985792,Other
1313360782869106688,Pro
1374350907379486720,Other
1291665370999336960,Pro
1307980978934120448,Hesitant
1273468670904348672,Hesitant
1333399721247973376,Pro
1274736569652576256,Other
1374623348068601856,Other
1348571247819583488,Pro
1201450651919802368,Other
1295665986885029888,Other
1342763704618770432,Pro
1343663579992645632,Pro
1346505898693447680,Other
1207683962459566080,Pro
1339681854194999296,Other
1306546018583019520,Other
1303633175713898496,Other
1362318868123971584,Other
1314560748518023168,Other
1303571619407892480,Pro
1320028186999164928,Other
1289175242875666432,Other
1182642050266816512,Other
1210556526949289984,Pro
1282024621710204928,Other
1189979977384628224,Pro
1325797775632723968,Pro
1340744795707289600,Other
1285268770265628672,Pro
1205020660264628224,Other
1300788559285293056,Pro
1342931256452018176,Other
1308387335478939648,Pro
1313057658329591808,Pro
1343671539842109440,Pro
1184209730891403264,Other
1299671206480707584,Other
1344196030091431936,Other
1298216976876285952,Pro
1280373486305906688,Pro
